"name","length","assignment","rule","support","begin","end","type","pure","pure_support","pure_inner","pure_outer","scan_best_support","scan_assigned_support","scan_assigned_nosupport","scan_best_profile","scan_assigned_profile","crf","crf_support","crf_inner","crf_outer","crfscan_best_support","crfscan_assigned_support","crfscan_assigned_nosupport","crfscan_best_profile","crfscan_assigned_profile","major_id","minor_id"
"19-04236_ENV_20","541.0","HIV-1 Subtype A (A1)","11","100.0","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype A (A1)","100.0","32.0","68.0","","","","","","","","","","","","","","","",""
"19-04238_ENV_20","426.0","HIV-1 Subtype A (A1)","11","100.0","6518.0","6949.0","Human immunodeficiency virus 1","HIV-1 Subtype A (A1)","100.0","97.0","3.0","","","","","","","","","","","","","","","",""
"20-00004_ENV_20","526.0","HIV-1 Subtype B","11","100.0","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype B","100.0","57.0","43.0","","","","","","","","","","","","","","","",""
"20-00005_ENV_20","517.0","HIV-1 Subtype D","11","99.0","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype D","99.0","87.12","11.88","","","","","","","","","","","","","","","",""
"20-00007_ENV_20","526.0","Check the report","10","","6518.0","7068.0","Human immunodeficiency virus 1","HIV-1 Subtype B","99.0","21.78","77.22","","","","","","","","","","","","","","","",""
"20-00009_ENV_20","541.0","HIV-1 Subtype B","11","100.0","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype B","100.0","62.0","38.0","","","","","","","","","","","","","","","",""
"20-00022_ENV_20","508.0","HIV-1 Subtype F (F1)","11","98.0","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype F (F1)","98.0","69.0","29.0","","","","","","","","","","","","","","","",""
"20-00023_ENV_20","535.0","HIV-1 Subtype B","11","100.0","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype B","100.0","73.0","27.0","","","","","","","","","","","","","","","",""
"20-00025_ENV_20","526.0","HIV-1 Subtype B","11","99.0","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype B","99.0","61.38","37.62","","","","","","","","","","","","","","","",""
"20-00028_ENV_20","532.0","HIV-1 Subtype B","11","100.0","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype B","100.0","26.0","74.0","","","","","","","","","","","","","","","",""
"20-00040_ENV_20","541.0","Check the report","10","","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype B","92.0","10.12","81.88","","","","","","","","","","","","","","","",""
"20-00042_ENV_20","538.0","Check the report","10","","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype B","99.0","11.88","87.12","","","","","","","","","","","","","","","",""
"20-00057_ENV_20","541.0","HIV-1 Subtype B","11","100.0","6518.0","7066.0","Human immunodeficiency virus 1","HIV-1 Subtype B","100.0","63.0","37.0","","","","","","","","","","","","","","","",""
"20-00058_ENV_20","526.0","HIV-1 Subtype C","11","100.0","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype C","100.0","100.0","0.0","","","","","","","","","","","","","","","",""
"20-00059_ENV_20","541.0","HIV-1 Subtype A (A1)","11","97.0","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype A (A1)","97.0","62.08","34.92","","","","","","","","","","","","","","","",""
"20-00060_ENV_20","526.0","HIV-1 Subtype A (A1)","11","97.0","6518.0","7068.0","Human immunodeficiency virus 1","HIV-1 Subtype A (A1)","97.0","32.98","64.02","","","","","","","","","","","","","","","",""
"20-00067_ENV_20","574.0","Check the report","10","","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype A (A1)","99.0","5.94","93.06","","","","","","","","","","","","","","","",""
"20-00074_ENV_20","538.0","HIV-1 Subtype B","11","100.0","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype B","100.0","82.0","18.0","","","","","","","","","","","","","","","",""
"20-00075_ENV_20","532.0","Check the report","9","","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype F (F1)","54.0","0.0","54.0","","","","","","","","","","","","","","","",""
"20-00077_ENV_20","541.0","Check the report","10","","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype B","100.0","2.0","98.0","","","","","","","","","","","","","","","",""
"20-00078_ENV_20","529.0","Check the report","10","","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype B","98.0","12.74","85.26","","","","","","","","","","","","","","","",""
"20-00083_ENV_20","544.0","HIV-1 Subtype B","11","100.0","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype B","100.0","69.0","31.0","","","","","","","","","","","","","","","",""
"20-00085_ENV_20","535.0","HIV-1 Subtype B","11","98.0","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype B","98.0","76.44","21.56","","","","","","","","","","","","","","","",""
"20-00086_ENV_20","553.0","HIV-1 Subtype B","11","100.0","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype B","100.0","100.0","0.0","","","","","","","","","","","","","","","",""
"20-00088_ENV_20","520.0","HIV-1 Subtype F (F1)","11","99.0","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype F (F1)","99.0","77.0","22.0","","","","","","","","","","","","","","","",""
"20-00096_ENV_20","541.0","HIV-1 Subtype B","11","100.0","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype B","100.0","85.0","15.0","","","","","","","","","","","","","","","",""
"20-00098_ENV_20","553.0","HIV-1 Subtype B","11","100.0","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype B","100.0","31.0","69.0","","","","","","","","","","","","","","","",""
"20-00100_ENV_20","547.0","Unassigned","","","6518.0","7068.0","Human immunodeficiency virus 1","","","","","","","","","","","","","","","","","","","",""
"20-00102_ENV_20","520.0","HIV-1 Subtype F (F1)","11","100.0","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype F (F1)","100.0","28.0","72.0","","","","","","","","","","","","","","","",""
"20-00104_ENV_20","520.0","Unassigned","","","6518.0","7066.0","Human immunodeficiency virus 1","","","","","","","","","","","","","","","","","","","",""
"20-00106_ENV_20","541.0","HIV-1 Subtype B","11","99.0","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype B","99.0","36.63","62.37","","","","","","","","","","","","","","","",""
"20-00107_ENV_20","544.0","HIV-1 Subtype B","11","100.0","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype B","100.0","52.0","48.0","","","","","","","","","","","","","","","",""
"20-00110_ENV_20","532.0","HIV-1 Subtype A (A1)","11","100.0","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype A (A1)","100.0","66.0","34.0","","","","","","","","","","","","","","","",""
"20-00112_ENV_20","538.0","HIV-1 Subtype B","11","100.0","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype B","100.0","25.0","75.0","","","","","","","","","","","","","","","",""
"20-00119_ENV_20","538.0","HIV-1 Subtype B","11","99.0","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype B","99.0","55.44","43.56","","","","","","","","","","","","","","","",""
"20-00128_ENV_20","535.0","HIV-1 Subtype B","11","100.0","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype B","100.0","49.0","51.0","","","","","","","","","","","","","","","",""
"20-00138_ENV_20","535.0","HIV-1 Subtype A (A1)","11","100.0","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype A (A1)","100.0","100.0","0.0","","","","","","","","","","","","","","","",""
"20-00139_ENV_20","517.0","Check the report","10","","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype B","82.0","2.46","79.54","","","","","","","","","","","","","","","",""
"20-00141_ENV_20","538.0","HIV-1 Subtype B","11","99.0","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype B","99.0","25.74","73.26","","","","","","","","","","","","","","","",""
"20-00155_ENV_20","529.0","HIV-1 Subtype A (A1)","11","100.0","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype A (A1)","100.0","77.0","23.0","","","","","","","","","","","","","","","",""
"20-00156_ENV_20","538.0","Check the report","10","","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype B","99.0","18.81","80.19","","","","","","","","","","","","","","","",""
"20-00167_ENV_20","541.0","Check the report","10","","6518.0","7068.0","Human immunodeficiency virus 1","HIV-1 Subtype B","89.0","1.78","87.22","","","","","","","","","","","","","","","",""
"20-00168_ENV_20","541.0","HIV-1 Subtype B","11","100.0","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype B","100.0","76.0","24.0","","","","","","","","","","","","","","","",""
"20-00169_ENV_20","532.0","HIV-1 Subtype B","11","99.0","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype B","99.0","32.67","66.33","","","","","","","","","","","","","","","",""
"20-00170_ENV_20","529.0","Check the report","10","","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype F (F1)","70.0","0.7","69.3","","","","","","","","","","","","","","","",""
"20-00172_ENV_20","535.0","HIV-1 Subtype B","11","100.0","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype B","100.0","67.0","33.0","","","","","","","","","","","","","","","",""
"20-00173_ENV_20","538.0","Check the report","9","","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype A (A1)","59.0","1.18","57.82","","","","","","","","","","","","","","","",""
"20-00174_ENV_20","538.0","HIV-1 Subtype A (A1)","11","95.0","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype A (A1)","95.0","34.2","60.8","","","","","","","","","","","","","","","",""
"20-00175_ENV_20","550.0","Check the report","10","","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype B","98.0","21.56","76.44","","","","","","","","","","","","","","","",""
"20-00177_ENV_20","529.0","HIV-1 Subtype A (A1)","11","100.0","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype A (A1)","100.0","100.0","0.0","","","","","","","","","","","","","","","",""
"20-00178_ENV_20","538.0","HIV-1 Subtype A (A1)","11","100.0","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype A (A1)","100.0","99.0","1.0","","","","","","","","","","","","","","","",""
"20-00179_ENV_20","538.0","HIV-1 Subtype A (A1)","11","100.0","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype A (A1)","100.0","100.0","0.0","","","","","","","","","","","","","","","",""
"20-00188_ENV_20","523.0","Check the report","10","","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype B","84.0","2.52","81.48","","","","","","","","","","","","","","","",""
"20-00189_ENV_20","553.0","Unassigned","","","6518.0","7067.0","Human immunodeficiency virus 1","","","","","","","","","","","","","","","","","","","",""
"20-00203_ENV_20","429.0","HIV-1 Subtype A (A1)","11","100.0","6518.0","6952.0","Human immunodeficiency virus 1","HIV-1 Subtype A (A1)","100.0","100.0","0.0","","","","","","","","","","","","","","","",""
"20-00204_ENV_20","535.0","HIV-1 Subtype B","11","100.0","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype B","100.0","57.0","43.0","","","","","","","","","","","","","","","",""
"20-00205_ENV_20","429.0","Check the report","9","","6518.0","6955.0","Human immunodeficiency virus 1","HIV-1 Subtype F (F1)","49.0","0.0","49.0","","","","","","","","","","","","","","","",""
"20-00212_ENV_20","535.0","HIV-1 Subtype A (A1)","11","100.0","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype A (A1)","100.0","66.0","34.0","","","","","","","","","","","","","","","",""
"20-00220_ENV_20","571.0","Check the report","10","","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype D","82.0","12.0","70.0","","","","","","","","","","","","","","","",""
"20-00246_ENV_20","535.0","HIV-1 Subtype B","11","98.0","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype B","98.0","29.4","68.6","","","","","","","","","","","","","","","",""
"20-00248_ENV_20","535.0","Check the report","10","","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype B","95.0","20.9","74.1","","","","","","","","","","","","","","","",""
"20-00249_ENV_20","532.0","Check the report","10","","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype B","96.0","16.32","79.68","","","","","","","","","","","","","","","",""
"20-00250_ENV_20","544.0","HIV-1 Subtype A (A1)","11","100.0","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype A (A1)","100.0","100.0","0.0","","","","","","","","","","","","","","","",""
"20-00256_ENV_20","529.0","Unassigned","","","6518.0","7066.0","Human immunodeficiency virus 1","","","","","","","","","","","","","","","","","","","",""
"20-00259_ENV_20","535.0","Check the report","10","","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype B","94.0","3.76","90.24","","","","","","","","","","","","","","","",""
"20-00261_ENV_20","532.0","Check the report","10","","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype B","100.0","12.0","88.0","","","","","","","","","","","","","","","",""
"20-00263_ENV_20","541.0","Check the report","10","","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype B","100.0","16.0","84.0","","","","","","","","","","","","","","","",""
"20-00264_ENV_20","544.0","HIV-1 Subtype B","11","96.0","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype B","96.0","23.04","72.96","","","","","","","","","","","","","","","",""
"20-00276_ENV_20","535.0","HIV-1 Subtype A (A1)","11","100.0","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype A (A1)","100.0","79.0","21.0","","","","","","","","","","","","","","","",""
"20-00546_ENV_20","547.0","Check the report","10","","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype B","92.0","1.84","90.16","","","","","","","","","","","","","","","",""
"20-00577_ENV_20","429.0","HIV-1 Subtype A (A1)","11","93.0","6518.0","6952.0","Human immunodeficiency virus 1","HIV-1 Subtype A (A1)","93.0","64.17","28.83","","","","","","","","","","","","","","","",""
"PK105_F482_23_MiS84_S86_20consensus_ENV_20","550.0","HIV-1 Subtype B","11","100.0","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype B","100.0","100.0","0.0","","","","","","","","","","","","","","","",""
