"name","length","assignment","rule","support","begin","end","type","pure","pure_support","pure_inner","pure_outer","scan_best_support","scan_assigned_support","scan_assigned_nosupport","scan_best_profile","scan_assigned_profile","crf","crf_support","crf_inner","crf_outer","crfscan_best_support","crfscan_assigned_support","crfscan_assigned_nosupport","crfscan_best_profile","crfscan_assigned_profile","major_id","minor_id"
"20-03234_ENV_20","577.0","HIV-1 Subtype B","11","100.0","6518.0","7068.0","Human immunodeficiency virus 1","HIV-1 Subtype B","100.0","46.0","54.0","","","","","","","","","","","","","","","",""
"20-03235_ENV_20","535.0","HIV-1 Subtype A (A1)","11","100.0","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype A (A1)","100.0","100.0","0.0","","","","","","","","","","","","","","","",""
"20-03237_ENV_20","508.0","Check the report","9","","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype A (A1)","17.0","0.0","17.0","","","","","","","","","","","","","","","",""
"20-03238_ENV_20","532.0","HIV-1 Subtype B","11","98.0","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype B","98.0","38.22","59.78","","","","","","","","","","","","","","","",""
"20-03239_ENV_20","535.0","HIV-1 Subtype B","11","98.0","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype B","98.0","30.38","67.62","","","","","","","","","","","","","","","",""
"20-03240_ENV_20","535.0","HIV-1 Subtype A (A1)","11","100.0","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype A (A1)","100.0","100.0","0.0","","","","","","","","","","","","","","","",""
"20-03241_ENV_20","541.0","Check the report","10","","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype A (A1)","97.0","10.67","86.33","","","","","","","","","","","","","","","",""
"20-03242_ENV_20","538.0","HIV-1 Subtype B","11","100.0","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype B","100.0","46.0","54.0","","","","","","","","","","","","","","","",""
"20-03245_ENV_20","535.0","HIV-1 Subtype B","11","100.0","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype B","100.0","74.0","26.0","","","","","","","","","","","","","","","",""
"20-03247_ENV_20","547.0","HIV-1 Subtype B","11","100.0","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype B","100.0","33.0","67.0","","","","","","","","","","","","","","","",""
"20-03270_ENV_20","532.0","Check the report","10","","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype B","98.0","8.82","89.18","","","","","","","","","","","","","","","",""
"20-03290_ENV_20","544.0","Check the report","10","","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype B","98.0","20.58","77.42","","","","","","","","","","","","","","","",""
"20-03306_ENV_20","514.0","Check the report","9","","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype F (F1)","35.0","0.0","35.0","","","","","","","","","","","","","","","",""
"PK104_FS12_23_MiS95_ENV_20","550.0","HIV-1 Subtype B","11","100.0","6518.0","7067.0","Human immunodeficiency virus 1","HIV-1 Subtype B","100.0","100.0","0.0","","","","","","","","","","","","","","","",""
